id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,weekend_availability_rate,weekday_availability_rate,num_reviews_bin
1028915387873610789,2021-12-26,within an hour,100.0,100.0,True,13.0,13.0,True,True,Beyoglu,41.03803,28.98388,Entire rental unit,Entire home/apt,7,1.5,3.0,4.0,"[""Free dryer \u2013 In unit"", ""Extra pillows and blankets"", ""Dishwasher"", ""Cooking basics"", ""Coffee maker: drip coffee maker, espresso machine"", ""City skyline view"", ""Iron"", ""Hallman electric stove"", ""Smart lock"", ""Wifi \u2013 45 Mbps"", ""Long term stays allowed"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Mini fridge"", ""Private patio or balcony"", ""Freezer"", ""Hot water"", ""Room-darkening shades"", ""Kitchen"", ""Hangers"", ""Crib - available upon request"", ""Baking sheet"", ""Dedicated workspace"", ""Hair dryer"", ""Clothing storage: closet and wardrobe"", ""Dining table"", ""Cleaning products"", ""Washer"", ""Hoover stainless steel double oven"", ""Essentials"", ""Paid parking garage off premises"", ""50 inch HDTV with Amazon Prime Video, Disney+, Netflix"", ""Smoke alarm"", ""Central heating"", ""SIEMENS refrigerator"", ""Self check-in"", ""Standalone high chair - available upon request"", ""AC - split type ductless system"", ""First aid kit"", ""Coffee"", ""Toaster"", ""Dishes and silverware"", ""Bed linens"", ""Hot water kettle""]",6967.0,3,1125,4.83,4.85,4.79,4.88,4.96,4.75,4.73,True,10,10,0,0,0.8653846153846154,0.8660287081339713,6.0
1028933716804619209,2014-09-22,within an hour,100.0,99.0,True,132.0,139.0,True,True,Beyoglu,41.032383371027606,28.986119242575043,Entire rental unit,Entire home/apt,5,2.0,2.0,2.0,"[""Dishwasher"", ""Iron"", ""Drying rack for clothing"", ""Body soap"", ""Wifi"", ""Fire extinguisher"", ""Shower gel"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Freezer"", ""Oven"", ""Hot water"", ""Room-darkening shades"", ""Kitchen"", ""Hangers"", ""Free parking on premises"", ""Pets allowed"", ""Microwave"", ""Dedicated workspace"", ""Hair dryer"", ""Dining table"", ""Clothing storage"", ""Washer"", ""Essentials"", ""Air conditioning"", ""Smoke alarm"", ""Refrigerator"", ""TV"", ""Elevator"", ""Heating"", ""Shampoo"", ""First aid kit"", ""Toaster"", ""Dishes and silverware"", ""Stove"", ""Bed linens"", ""Wine glasses"", ""Hot water kettle""]",4502.0,3,180,4.77,4.8,4.86,4.94,4.94,4.51,4.6,True,125,125,0,0,0.4423076923076923,0.4497607655502392,5.0
1031353776562124985,2021-04-24,unknown,0.0,0.0,True,1.0,1.0,True,True,Kadikoy,40.9945198,29.0305213,Private room in home,Private room,1,1.0,1.0,1.0,"[""Extra pillows and blankets"", ""Dishwasher"", ""Cooking basics"", ""Barbecue utensils"", ""Iron"", ""Drying rack for clothing"", ""Wifi"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Shared beach access"", ""Shower gel"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Freezer"", ""Room-darkening shades"", ""Kitchen"", ""Hangers"", ""Baking sheet"", ""Microwave"", ""Hair dryer"", ""Clothing storage: closet and wardrobe"", ""BBQ grill"", ""Dining table"", ""Cleaning products"", ""Washer"", ""Double oven"", ""Essentials"", ""Mosquito net"", ""Air conditioning"", ""Refrigerator"", ""TV"", ""Books and reading material"", ""Central heating"", ""Shampoo"", ""Ceiling fan"", ""Smoking allowed"", ""First aid kit"", ""Dishes and silverware"", ""Stove"", ""Bed linens"", ""Dryer"", ""Wine glasses"", ""Hot water kettle""]",592.0,100,365,4.58267273452033,4.6156312292358805,4.536973159712995,4.720404651162791,4.7400843741695455,4.644599335548173,4.541681174828892,True,1,0,1,0,0.7371794871794872,0.7368421052631579,0.0
1031659249531457402,2023-08-21,unknown,0.0,0.0,True,1.0,1.0,True,True,Maltepe,40.9170875,29.1528578,Private room in home,Private room,1,1.0,1.0,1.0,"[""Dedicated workspace"", ""Washer"", ""Kitchen"", ""Wifi"", ""Lock on bedroom door""]",8000.0,100,365,4.58267273452033,4.6156312292358805,4.536973159712995,4.720404651162791,4.7400843741695455,4.644599335548173,4.541681174828892,True,1,0,1,0,1.0,1.0,0.0
1031690059970938348,2016-06-02,within an hour,100.0,100.0,True,9.0,16.0,True,True,Beyoglu,41.03127,28.98343,Entire rental unit,Entire home/apt,5,1.0,2.0,2.0,"[""Teka electric stove"", ""Extra pillows and blankets"", ""Dishwasher"", ""Coffee maker: Nespresso, pour-over coffee"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Free washer \u2013 In unit"", ""Fast wifi \u2013 74 Mbps"", ""City skyline view"", ""Iron"", ""Drying rack for clothing"", ""Clothing storage: dresser"", ""Long term stays allowed"", ""50 inch HDTV with Amazon Prime Video, Chromecast, Disney+, Netflix"", ""Patio or balcony"", ""Shower gel"", ""Hot water"", ""Room-darkening shades"", ""Kitchen"", ""Hangers"", ""High chair"", ""Pack \u2019n play/Travel crib - available upon request"", ""Dedicated workspace"", ""Hair dryer"", ""Bidet"", ""Dining table"", ""Cleaning products"", ""Paid parking off premises"", ""Essentials"", ""Refrigerator"", ""Courtyard view"", ""Books and reading material"", ""Self check-in"", ""Heating"", ""Shampoo"", ""AC - split type ductless system"", ""Free street parking"", ""Coffee"", ""Toaster"", ""Dishes and silverware"", ""Bed linens"", ""Keypad"", ""Children\u2019s books and toys"", ""Hot water kettle""]",5330.0,101,365,4.78,4.82,4.84,4.92,5.0,4.96,4.78,True,5,5,0,0,1.0,1.0,5.0
1031727586447597345,2023-03-18,unknown,0.0,0.0,True,1.0,1.0,True,True,Sariyer,41.0891833,29.0534116,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,"[""Outdoor dining area"", ""Washer"", ""Kitchen"", ""Fire extinguisher"", ""Wifi"", ""Free parking on premises""]",6391.0,100,365,4.58267273452033,4.6156312292358805,4.536973159712995,4.720404651162791,4.7400843741695455,4.644599335548173,4.541681174828892,True,1,1,0,0,1.0,1.0,0.0
1031754256769257593,2023-11-22,a few days or more,0.0,88.0,True,1.0,1.0,True,True,Sisli,41.04207081440681,28.9809924736619,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Extra pillows and blankets"", ""Cooking basics"", ""Iron"", ""Drying rack for clothing"", ""Wifi"", ""Clothing storage: closet"", ""Portable heater"", ""Lockbox"", ""Freezer"", ""Hot water"", ""Room-darkening shades"", ""Kitchen"", ""Hangers"", ""Baking sheet"", ""Free parking on premises"", ""Pets allowed"", ""Dedicated workspace"", ""Hair dryer"", ""Cleaning products"", ""Washer"", ""Essentials"", ""Air conditioning"", ""Host greets you"", ""Books and reading material"", ""Central heating"", ""Portable fans"", ""Self check-in"", ""Smoking allowed"", ""Single oven"", ""Coffee"", ""Dishes and silverware"", ""Wine glasses"", ""Ar\u00e7elik refrigerator"", ""Gas stove"", ""Hot water kettle""]",1125.0,100,1125,4.58267273452033,4.6156312292358805,4.536973159712995,4.720404651162791,4.7400843741695455,4.644599335548173,4.541681174828892,True,1,1,0,0,0.7371794871794872,0.7272727272727273,0.0
1031798194198014655,2016-09-23,within an hour,99.0,98.0,True,530.0,560.0,True,True,Beyoglu,41.02488,28.9736,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,"[""Room-darkening shades"", ""Wine glasses"", ""Laundromat nearby"", ""Self check-in"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Extra pillows and blankets"", ""Safe"", ""Freezer"", ""Body soap"", ""Hot water kettle"", ""Dining table"", ""Private entrance"", ""Pack \u2019n play/Travel crib"", ""Baking sheet"", ""Housekeeping available every day"", ""Toaster"", ""Hangers"", ""Shampoo"", ""Essentials"", ""Iron"", ""Portable fans"", ""Oven"", ""Blender"", ""Fire extinguisher"", ""Refrigerator"", ""Elevator"", ""Drying rack for clothing"", ""Air conditioning"", ""Stove"", ""Single level home"", ""Cooking basics"", ""Hot water"", ""Wifi"", ""Washer"", ""Microwave"", ""Dishwasher"", ""High chair"", ""Shower gel"", ""City skyline view"", ""Bed linens"", ""TV"", ""Coffee maker"", ""Heating"", ""Clothing storage"", ""Hair dryer"", ""Conditioner"", ""Crib"", ""Kitchen"", ""Smoke alarm"", ""Dishes and silverware"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Bidet"", ""Keypad""]",2824.0,2,365,5.0,5.0,4.75,5.0,4.75,5.0,4.75,True,530,530,0,0,0.445859872611465,0.4471153846153846,2.0
1031825120475495198,2023-09-13,within an hour,99.0,0.0,True,9.0,16.0,True,True,Sisli,41.05003,28.9856,Entire rental unit,Entire home/apt,6,1.0,2.0,2.0,"[""Smoking allowed"", ""Paid parking off premises"", ""Window guards"", ""Long term stays allowed"", ""Smoke alarm"", ""Stove"", ""Wine glasses"", ""Free street parking"", ""Exercise equipment"", ""Hangers"", ""Shower gel"", ""Extra pillows and blankets"", ""Drying rack for clothing"", ""Shampoo"", ""Baby safety gates"", ""Dishes and silverware"", ""Babysitter recommendations"", ""Changing table"", ""Mosquito net"", ""Dining table"", ""Private entrance"", ""Outdoor dining area"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Pocket wifi"", ""Baking sheet"", ""Room-darkening shades"", ""Gym"", ""Wifi"", ""Luggage dropoff allowed"", ""Paid parking on premises"", ""Bed linens"", ""Essentials"", ""First aid kit"", ""Safe"", ""High chair"", ""Baby bath"", ""Laundromat nearby"", ""Free parking on premises"", ""Washer"", ""Cooking basics"", ""Freezer"", ""Coffee"", ""Iron"", ""Hair dryer"", ""Hot water kettle"", ""Books and reading material"", ""Heating"", ""Microwave"", ""Hot water"", ""Sound system"", ""Beach essentials"", ""Theme room"", ""Portable fans"", ""Conditioner"", ""Ceiling fan"", ""Clothing storage"", ""Blender"", ""Cleaning available during stay"", ""Kitchen"", ""Cleaning products"", ""Fire extinguisher"", ""Hot tub"", ""TV"", ""Oven"", ""Air conditioning"", ""Coffee maker"", ""Pets allowed"", ""Dedicated workspace"", ""Ethernet connection""]",3683.0,100,365,4.58267273452033,4.6156312292358805,4.536973159712995,4.720404651162791,4.7400843741695455,4.644599335548173,4.541681174828892,True,9,7,2,0,0.7435897435897436,0.7368421052631579,0.0
1032159580054394724,2021-02-19,within an hour,100.0,99.0,True,6.0,8.0,True,True,Fatih,41.00334,28.97802,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,"[""Cooking basics"", ""Iron"", ""Drying rack for clothing"", ""Hot water"", ""Wifi \u2013 34 Mbps"", ""Room-darkening shades"", ""Kitchen"", ""Hangers"", ""Crib - available upon request"", ""Hair dryer"", ""Clothing storage"", ""Washer"", ""Essentials"", ""Air conditioning"", ""TV"", ""Heating"", ""Shampoo"", ""Dishes and silverware"", ""Bed linens"", ""Hot water kettle""]",2563.0,3,365,4.74,4.7,4.7,4.89,4.85,4.81,4.67,True,6,5,1,0,0.5769230769230769,0.583732057416268,5.0
1032208470627553313,2022-05-03,within an hour,100.0,100.0,True,4.0,5.0,True,True,Beyoglu,41.03452,28.97184,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,"[""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Folding or convertible high chair - available upon request"", ""Iron"", ""Wifi"", ""Mini fridge"", ""Elidor  shampoo"", ""Clothing storage: closet"", ""Noise decibel monitors on property"", ""Carbon monoxide alarm"", ""Hot water"", ""Room-darkening shades"", ""Kitchen"", ""Hangers"", ""Crib - available upon request"", ""Dedicated workspace"", ""Hair dryer"", ""Cleaning products"", ""Washer"", ""Essentials"", ""Air conditioning"", ""Smoke alarm"", ""Trash compactor"", ""TV"", ""Host greets you"", ""Central heating"", ""Coffee"", ""Dishes and silverware"", ""Bed linens"", ""Children\u2019s books and toys"", ""Wine glasses"", ""Gas stove"", ""Hot water kettle""]",1687.0,100,360,4.8,5.0,4.6,4.4,4.2,4.6,4.8,True,4,4,0,0,1.0,1.0,3.0
1032382303568801831,2016-09-28,unknown,0.0,0.0,True,1.0,3.0,True,True,Esenyurt,41.01188,28.65737,Private room in bed and breakfast,Private room,2,1.0,2.0,2.0,"[""Carbon monoxide alarm"", ""Free parking on premises"", ""Wifi"", ""Smoke alarm"", ""Lock on bedroom door"", ""Fire extinguisher""]",427.0,100,365,4.58267273452033,4.6156312292358805,4.536973159712995,4.720404651162791,4.7400843741695455,4.644599335548173,4.541681174828892,True,1,0,1,0,0.7371794871794872,0.7368421052631579,0.0
1028954659444043866,2014-09-22,within an hour,100.0,99.0,True,132.0,139.0,True,True,Beyoglu,41.03420188984252,28.984678605944797,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,"[""Dishwasher"", ""Iron"", ""Drying rack for clothing"", ""Body soap"", ""Wifi"", ""Fire extinguisher"", ""Shower gel"", ""Carbon monoxide alarm"", ""Freezer"", ""Oven"", ""Hot water"", ""Room-darkening shades"", ""Kitchen"", ""Hangers"", ""Free parking on premises"", ""Dedicated workspace"", ""Hair dryer"", ""Dining table"", ""Single level home"", ""Clothing storage"", ""Washer"", ""Essentials"", ""Air conditioning"", ""Smoke alarm"", ""Refrigerator"", ""TV"", ""Elevator"", ""Laundromat nearby"", ""Heating"", ""Shampoo"", ""First aid kit"", ""Coffee"", ""Dishes and silverware"", ""Stove"", ""Bed linens"", ""Wine glasses"", ""Hot water kettle""]",3220.0,3,180,4.85,4.85,4.94,4.94,4.94,4.76,4.67,True,125,125,0,0,0.4166666666666667,0.4019138755980861,5.0
1028956916523831768,2017-08-23,within an hour,99.0,57.0,True,201.0,216.0,True,True,Bahcelievler,40.9935701,28.8472774,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,"[""Laundromat nearby"", ""Cleaning available during stay"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Host greets you"", ""Hangers"", ""Essentials"", ""Iron"", ""Portable fans"", ""Refrigerator"", ""Drying rack for clothing"", ""Air conditioning"", ""Stove"", ""Pets allowed"", ""Hot water"", ""Wifi"", ""Washer"", ""Smoking allowed"", ""Bed linens"", ""TV"", ""Free street parking"", ""Heating"", ""Clothing storage"", ""Private backyard \u2013 Fully fenced"", ""Hair dryer"", ""Kitchen"", ""Dishes and silverware"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Paid parking off premises""]",1994.0,100,365,3.33,3.67,3.33,3.67,4.67,3.67,3.33,True,198,197,0,1,0.7388535031847133,0.7403846153846154,2.0
1028997780532691084,2023-04-24,within an hour,97.0,94.0,True,4.0,4.0,True,True,Besiktas,41.05476858572213,29.026983849336425,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,"[""Extra pillows and blankets"", ""Dishwasher"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Iron"", ""Body soap"", ""Wifi"", ""Long term stays allowed"", ""Fire extinguisher"", ""Mini fridge"", ""Clothing storage: closet"", ""Stainless steel oven"", ""Shower gel"", ""Carbon monoxide alarm"", ""Hot water"", ""Room-darkening shades"", ""Kitchen"", ""Hangers"", ""Baking sheet"", ""Dedicated workspace"", ""Hair dryer"", ""Cleaning products"", ""Washer"", ""Essentials"", ""Air conditioning"", ""Smoke alarm"", ""Conditioner"", ""Refrigerator"", ""TV"", ""Host greets you"", ""Elevator"", ""Central heating"", ""Cleaning available during stay"", ""Shampoo"", ""Free street parking"", ""First aid kit"", ""Coffee"", ""Dishes and silverware"", ""Coffee maker: french press"", ""Bed linens"", ""Wine glasses"", ""Gas stove"", ""Hot water kettle""]",3193.0,2,365,4.91,4.86,4.94,4.91,4.97,4.6,4.86,True,4,4,0,0,0.1346153846153846,0.1626794258373205,5.0
1029004392159833729,2014-09-22,within an hour,100.0,99.0,True,132.0,139.0,True,True,Beyoglu,41.03244649866062,28.986389437265863,Entire rental unit,Entire home/apt,5,1.0,2.0,2.0,"[""Dishwasher"", ""Iron"", ""Drying rack for clothing"", ""Body soap"", ""Wifi"", ""Fire extinguisher"", ""Private entrance"", ""Shower gel"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Freezer"", ""Oven"", ""Hot water"", ""Kitchen"", ""Hangers"", ""Free parking on premises"", ""High chair"", ""Dedicated workspace"", ""Hair dryer"", ""Bidet"", ""Dining table"", ""Cleaning products"", ""Single level home"", ""Clothing storage"", ""Washer"", ""Essentials"", ""Air conditioning"", ""Smoke alarm"", ""Refrigerator"", ""TV"", ""Elevator"", ""Portable fans"", ""Heating"", ""Shampoo"", ""Ethernet connection"", ""First aid kit"", ""Coffee"", ""Toaster"", ""Dishes and silverware"", ""Stove"", ""Bed linens"", ""Wine glasses"", ""Hot water kettle""]",4074.0,3,180,4.89,4.91,4.91,4.91,4.98,4.89,4.77,True,125,125,0,0,0.4743589743589743,0.4545454545454545,5.0
1029024587647994677,2023-11-20,within an hour,99.0,0.0,True,1.0,1.0,True,True,Esenyurt,41.0359011,28.6511137,Private room in home,Private room,3,1.0,3.0,3.0,"[""Exterior security cameras on property"", ""Dedicated workspace"", ""Hair dryer"", ""Smoking allowed"", ""Iron"", ""First aid kit"", ""Washer"", ""Free parking on premises"", ""Wifi"", ""Kitchen"", ""Lock on bedroom door"", ""Pets allowed""]",480.0,100,365,4.58267273452033,4.6156312292358805,4.536973159712995,4.720404651162791,4.7400843741695455,4.644599335548173,4.541681174828892,True,1,0,1,0,0.7371794871794872,0.7368421052631579,0.0
1029025958047586714,2019-10-24,unknown,0.0,0.0,True,1.0,2.0,True,True,Atasehir,40.9750370948552,29.14961524307728,Private room in rental unit,Private room,2,1.0,1.0,1.0,"[""Washer"", ""Refrigerator"", ""Lock on bedroom door"", ""Wifi""]",840.0,100,365,4.5,5.0,3.5,3.5,4.5,4.5,4.5,True,1,0,1,0,0.7371794871794872,0.7416267942583732,1.0
1032498240568055874,2021-04-14,within an hour,100.0,94.0,True,6.0,6.0,True,True,Maltepe,40.94741,29.15054,Private room in rental unit,Private room,3,1.0,1.0,2.0,"[""Room-darkening shades"", ""Wine glasses"", ""Cleaning available during stay"", ""Cleaning products"", ""Extra pillows and blankets"", ""Clothing storage: closet"", ""Freezer"", ""Hot water kettle"", ""Dining table"", ""Lake access"", ""Elidor conditioner"", ""Ethernet connection"", ""Outdoor dining area"", ""Private living room"", ""Board games"", ""Baking sheet"", ""Hangers"", ""Essentials"", ""Dove body soap"", ""Iron"", ""Gas stove"", ""Fire pit"", ""Outdoor furniture"", ""Elevator"", ""Drying rack for clothing"", ""Lock on bedroom door"", ""Hammock"", ""Breakfast"", ""First aid kit"", ""Coffee"", ""Cooking basics"", ""Ar\u00e7elik refrigerator"", ""Lake view"", ""Waterfront"", ""BBQ grill"", ""Hot water"", ""Wifi"", ""Washer"", ""Microwave"", ""Pets allowed"", ""Dishwasher"", ""Shared patio or balcony"", ""Barbecue utensils"", ""Head and shoulders shampoo"", ""Books and reading material"", ""Smoking allowed"", ""Free parking on premises"", ""Exercise equipment"", ""Shower gel"", ""Coffee maker: french press"", ""Bed linens"", ""TV"", ""Bosch stainless steel oven"", ""Bathtub"", ""Free street parking"", ""Kitchen"", ""Dedicated workspace"", ""Dishes and silverware"", ""Beach essentials"", ""Shared beach access"", ""Mountain view"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Host greets you"", ""Central heating""]",800.0,100,365,4.97,5.0,4.88,5.0,5.0,4.94,4.97,True,3,0,3,0,0.9807692307692308,0.9808612440191388,5.0
1032514534953847477,2019-10-01,within an hour,100.0,100.0,True,13.0,13.0,True,True,Kadikoy,40.986402633358,29.03253867661754,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Outdoor dining area"", ""Hair dryer"", ""Heating"", ""Shampoo"", ""Bathtub"", ""Clothing storage"", ""Dishes and silverware"", ""Essentials"", ""TV"", ""Air conditioning"", ""Bed linens"", ""Room-darkening shades"", ""Hangers"", ""Wifi"", ""Kitchen"", ""Safe""]",1550.0,101,365,4.84,4.89,4.84,5.0,5.0,4.89,4.74,True,12,12,0,0,1.0,1.0,4.0
1032604237026534297,2021-03-21,unknown,0.0,0.0,True,2.0,2.0,True,True,Atasehir,40.97522,29.13886,Private room in rental unit,Private room,1,1.0,1.0,1.0,"[""Wifi"", ""Washer"", ""Kitchen"", ""Dedicated workspace"", ""Fire extinguisher"", ""Fire pit"", ""Lock on bedroom door"", ""Free parking on premises"", ""Host greets you""]",340.0,100,365,4.58267273452033,4.6156312292358805,4.536973159712995,4.720404651162791,4.7400843741695455,4.644599335548173,4.541681174828892,True,2,0,2,0,0.7307692307692307,0.7416267942583732,0.0
1033149682824284686,2023-11-26,within an hour,99.0,100.0,True,7.0,11.0,True,True,Beyoglu,41.0319,28.98221,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,"[""Exterior security cameras on property"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""First aid kit"", ""Washer"", ""Air conditioning"", ""Wifi"", ""Kitchen"", ""Smoke alarm"", ""TV"", ""Fire extinguisher""]",7725.0,100,365,4.58267273452033,4.6156312292358805,4.536973159712995,4.720404651162791,4.7400843741695455,4.644599335548173,4.541681174828892,True,7,7,0,0,0.4038461538461538,0.4019138755980861,0.0
1029026615028573972,2023-04-17,unknown,0.0,0.0,True,1.0,1.0,True,True,Uskudar,41.04345756295843,29.0590313449502,Entire loft,Entire home/apt,3,1.0,1.0,2.0,"[""TV"", ""Self check-in"", ""Wifi"", ""Kitchen"", ""Dedicated workspace"", ""Smoking allowed"", ""Building staff"", ""Indoor fireplace"", ""Free parking on premises""]",8000.0,100,365,4.58267273452033,4.6156312292358805,4.536973159712995,4.720404651162791,4.7400843741695455,4.644599335548173,4.541681174828892,True,1,1,0,0,1.0,1.0,0.0
1029032410020504187,2014-09-22,within an hour,100.0,99.0,True,132.0,139.0,True,True,Beyoglu,41.03397,28.98484,Entire rental unit,Entire home/apt,5,1.0,2.0,2.0,"[""Dishwasher"", ""Iron"", ""Drying rack for clothing"", ""Body soap"", ""Wifi"", ""Fire extinguisher"", ""Private entrance"", ""Shower gel"", ""Coffee maker"", ""Freezer"", ""Oven"", ""Hot water"", ""Kitchen"", ""Hangers"", ""Free parking on premises"", ""Dedicated workspace"", ""Hair dryer"", ""Dining table"", ""Cleaning products"", ""Single level home"", ""Clothing storage"", ""Washer"", ""Essentials"", ""Air conditioning"", ""Smoke alarm"", ""Refrigerator"", ""TV"", ""Elevator"", ""Heating"", ""Shampoo"", ""Ethernet connection"", ""First aid kit"", ""Coffee"", ""Toaster"", ""Dishes and silverware"", ""Stove"", ""Bed linens"", ""Wine glasses"", ""Hot water kettle""]",4935.0,3,180,4.76,4.82,4.93,4.91,4.89,4.64,4.76,True,125,125,0,0,0.4935897435897436,0.4880382775119617,5.0
1029040521119057816,2014-09-22,within an hour,100.0,99.0,True,132.0,139.0,True,True,Beyoglu,41.03412153811427,28.98581264136491,Entire rental unit,Entire home/apt,7,2.0,3.0,3.0,"[""Dishwasher"", ""Iron"", ""Drying rack for clothing"", ""Body soap"", ""Wifi"", ""Fire extinguisher"", ""Private entrance"", ""Shower gel"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Freezer"", ""Oven"", ""Hot water"", ""Room-darkening shades"", ""Kitchen"", ""Hangers"", ""Free parking on premises"", ""Dedicated workspace"", ""Hair dryer"", ""Dining table"", ""Cleaning products"", ""Clothing storage"", ""Washer"", ""Essentials"", ""Air conditioning"", ""Smoke alarm"", ""Refrigerator"", ""TV"", ""Elevator"", ""Heating"", ""Shampoo"", ""First aid kit"", ""Coffee"", ""Toaster"", ""Dishes and silverware"", ""Stove"", ""Bed linens"", ""Wine glasses"", ""Hot water kettle""]",6119.0,3,180,4.33,4.6,4.63,4.6,4.73,4.67,3.97,True,125,125,0,0,0.4358974358974359,0.4354066985645933,5.0
1029132867139228267,2023-07-31,unknown,0.0,0.0,True,2.0,2.0,True,True,Sancaktepe,40.99031,29.22894,Camper/RV,Entire home/apt,2,1.0,1.0,1.0,"[""Dedicated workspace"", ""Fire extinguisher"", ""TV"", ""Kitchen""]",1840.0,100,365,4.58267273452033,4.6156312292358805,4.536973159712995,4.720404651162791,4.7400843741695455,4.644599335548173,4.541681174828892,True,1,1,0,0,1.0,1.0,0.0
1029154955320743567,2022-08-04,unknown,0.0,0.0,True,1.0,1.0,True,True,Sisli,41.0499924,28.9805844,Private room in home,Private room,1,2.0,1.0,1.0,"[""Dedicated workspace"", ""Outdoor dining area"", ""Washer"", ""TV"", ""Wifi"", ""Kitchen"", ""Lock on bedroom door""]",600.0,100,365,4.58267273452033,4.6156312292358805,4.536973159712995,4.720404651162791,4.7400843741695455,4.644599335548173,4.541681174828892,True,1,0,1,0,0.7371794871794872,0.7368421052631579,0.0
1029342505171021607,2025-01-01,unknown,0.0,0.0,True,18.0,18.0,True,True,Beyoglu,41.03925524900977,28.981901742517948,Entire rental unit,Entire home/apt,6,1.5,2.0,5.0,"[""Room-darkening shades"", ""Self check-in"", ""Cleaning available during stay"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Extra pillows and blankets"", ""Safe"", ""Freezer"", ""Body soap"", ""Hot water kettle"", ""Building staff"", ""Hangers"", ""Shampoo"", ""Essentials"", ""Iron"", ""Portable fans"", ""Fire extinguisher"", ""Refrigerator"", ""Heating - split type ductless system"", ""Elevator"", ""Air conditioning"", ""First aid kit"", ""Coffee"", ""Hot water"", ""Wifi"", ""Washer"", ""Smoking allowed"", ""Electric stove"", ""Shower gel"", ""Bed linens"", ""TV"", ""Trash compactor"", ""Clothing storage"", ""Paid parking on premises"", ""Hair dryer"", ""Kitchen"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Bidet""]",2850.0,100,365,4.75,5.0,4.75,5.0,5.0,4.75,4.5,True,18,5,13,0,0.732484076433121,0.7403846153846154,2.0
1029407712907784572,2022-11-01,within an hour,100.0,100.0,True,18.0,18.0,True,True,Sisli,41.061959,28.986932,Room in aparthotel,Entire home/apt,2,1.0,1.0,1.0,"[""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Free washer \u2013 In unit"", ""Iron"", ""Drying rack for clothing"", ""Body soap"", ""Wifi"", ""Long term stays allowed"", ""Fire extinguisher"", ""Shower gel"", ""Carbon monoxide alarm"", ""Hot water"", ""Kitchen"", ""Hangers"", ""Clothing storage: wardrobe"", ""Pets allowed"", ""Dedicated workspace"", ""Hair dryer"", ""Outlet covers"", ""Cleaning products"", ""Dining table"", ""Heating - split type ductless system"", ""Essentials"", ""Smoke alarm"", ""Conditioner"", ""Refrigerator"", ""Electric stove"", ""Elevator"", ""Cleaning available during stay"", ""Paid parking lot off premises"", ""Shampoo"", ""50 inch HDTV with Amazon Prime Video, Disney+, Netflix, standard cable"", ""AC - split type ductless system"", ""First aid kit"", ""Dishes and silverware"", ""Bed linens"", ""Hot water kettle""]",3217.0,100,365,4.58267273452033,4.6156312292358805,4.536973159712995,4.720404651162791,4.7400843741695455,4.644599335548173,4.541681174828892,True,18,18,0,0,1.0,1.0,0.0
