id,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,accommodates,bathrooms,bedrooms,beds,instant_bookable,calculated_host_listings_count,weekend_availability_rate,num_reviews_bin,average_review_score,host_experience_years,amenities_count,is_long_term,has_gym,has_pool,has_spa,has_ac,has_view,avg_dist_tourist,min_dist_airport,neighbourhood_popularity_rank,host_response_time_encoded,room_type_Hotel room,room_type_Private room,room_type_Shared room,property_type_clean_Entire home,property_type_clean_Entire rental unit,property_type_clean_Entire serviced apartment,property_type_clean_Other,property_type_clean_Private room in bed and breakfast,property_type_clean_Private room in home,property_type_clean_Private room in rental unit,property_type_clean_Room in aparthotel,property_type_clean_Room in boutique hotel,property_type_clean_Room in hotel,price,log_price,log_price_cap
638542,100.0,True,True,True,2.1972245773362196,1.0986122886681098,1.3862943611198906,1.6094379124341003,True,1.791759469228055,0.3057324840764331,6.0,4.928333333333334,13,59,0,1,0,0,1,0,1.640312443717896,31.4212876158071,37,4,False,False,False,False,False,False,True,False,False,False,False,False,False,14139.0,9.556762939450564,9.556762939450564
646784,82.0,True,True,True,1.9459101490553132,0.6931471805599453,1.3862943611198906,1.6094379124341003,True,1.6094379124341003,1.0,6.0,4.7316666666666665,13,41,1,0,0,1,1,1,1.618872135301454,31.438068949260632,37,1,False,False,False,False,False,True,False,False,False,False,False,False,False,7971.0,8.983690681332686,8.983690681332686
652469,88.0,True,True,True,1.9459101490553132,1.0986122886681098,1.791759469228055,1.791759469228055,True,0.6931471805599453,1.0,3.0,4.928333333333334,13,32,1,0,0,1,1,0,8.708496377388686,22.66849529720623,34,1,False,False,False,False,True,False,False,False,False,False,False,False,False,6778.0,8.821584877430965,8.821584877430965
657009,88.0,True,True,True,1.3862943611198906,0.6931471805599453,0.6931471805599453,1.0986122886681098,True,0.6931471805599453,1.0,0.0,4.633228987443046,13,31,1,0,0,0,1,0,2.454850232990599,29.8475818567667,35,1,False,False,False,False,False,False,True,False,False,False,False,False,False,4264.0,8.35819745992578,8.35819745992578
659314,100.0,True,True,True,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,True,1.3862943611198906,0.4102564102564102,6.0,4.428333333333334,13,34,1,0,0,0,0,0,3.2562718938882766,31.022455207297657,35,1,False,False,False,False,True,False,False,False,False,False,False,False,False,2098.0,7.649216319820633,7.649216319820633
253055,85.0,True,True,True,1.9459101490553132,0.6931471805599453,1.3862943611198906,1.6094379124341003,True,1.6094379124341003,1.0,6.0,4.663333333333333,14,32,1,0,0,0,0,1,1.763042032048115,31.082497923147386,37,4,False,False,False,False,True,False,False,False,False,False,False,False,False,2657.0,7.885329239273191,7.885329239273191
254664,0.0,True,True,True,2.1972245773362196,0.6931471805599453,1.0986122886681098,1.0986122886681098,True,0.6931471805599453,0.9936305732484076,0.0,4.633228987443046,0,10,1,0,0,0,0,0,1.6000069851797,31.368844994809525,37,0,False,False,False,False,True,False,False,False,False,False,False,False,False,4662.0,8.44741429680832,8.44741429680832
259206,0.0,True,True,True,1.791759469228055,0.6931471805599453,1.6094379124341003,1.6094379124341003,True,0.6931471805599453,0.6369426751592356,5.0,4.716666666666666,14,23,1,0,0,0,1,1,4.425103937126617,30.39713026811545,36,0,False,False,False,False,True,False,False,False,False,False,False,False,False,2193.0,7.693481640835175,7.693481640835175
271439,0.0,True,True,True,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.6931471805599453,True,2.3978952727983707,1.0,6.0,4.728333333333333,0,23,1,0,0,0,1,0,1.6841393587344506,31.586187099596625,37,0,False,False,False,False,True,False,False,False,False,False,False,False,False,2065.0,7.633369649679584,7.633369649679584
282148,100.0,True,True,True,1.3862943611198906,0.6931471805599453,1.0986122886681098,1.0986122886681098,True,1.791759469228055,0.0254777070063694,6.0,4.8999999999999995,14,56,1,0,0,0,1,1,1.6278394802081813,31.49951489437328,37,4,False,False,False,False,True,False,False,False,False,False,False,False,False,3730.0,8.224431573221159,8.224431573221159
663291,100.0,True,True,True,1.6094379124341003,0.6931471805599453,0.6931471805599453,1.0986122886681098,True,1.3862943611198906,0.6666666666666666,6.0,4.58,13,32,1,0,0,0,0,0,3.2562718938882766,31.022455207297657,35,1,False,False,False,False,True,False,False,False,False,False,False,False,False,3954.0,8.282735880201754,8.282735880201754
688345,88.0,True,True,True,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,True,0.6931471805599453,1.0,1.0,4.833333333333333,13,6,1,0,0,0,1,0,1.7387055856061415,31.042895053721026,37,1,False,True,False,False,False,False,False,False,False,True,False,False,False,2177.0,7.686162303492906,7.686162303492906
691572,100.0,True,True,True,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.0986122886681098,True,2.0794415416798357,0.9807692307692308,5.0,4.501666666666667,13,42,0,0,0,0,1,0,3.3658654045912426,30.857919447874945,35,3,False,False,False,False,True,False,False,False,False,False,False,False,False,1970.0,7.58629630715272,7.58629630715272
718917,100.0,True,True,True,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,True,2.833213344056216,0.9935897435897436,6.0,4.798333333333333,13,22,0,0,0,0,1,0,2.0828261030044253,31.59992241071297,37,4,False,False,False,False,True,False,False,False,False,False,False,False,False,1839.0,7.517520850603031,7.517520850603031
724513,100.0,True,True,True,2.3978952727983707,1.0986122886681098,1.6094379124341003,1.791759469228055,True,2.1972245773362196,0.375796178343949,2.0,4.375,14,61,1,0,0,0,1,1,19.03040713696756,30.654068380027606,11,4,False,False,False,True,False,False,False,False,False,False,False,False,False,12586.0,9.440419814291506,9.440419814291506
741440,0.0,True,True,True,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,True,2.3978952727983707,1.0,6.0,4.553333333333334,0,29,1,0,0,0,1,1,3.09387095709292,31.08663346868096,36,0,False,False,False,False,False,False,True,False,False,False,False,False,False,2161.0,7.6787889981991535,7.6787889981991535
742074,96.0,True,True,True,1.6094379124341003,0.9162907318741551,1.0986122886681098,1.0986122886681098,True,2.0794415416798357,0.532051282051282,6.0,4.628333333333333,13,26,0,0,0,0,0,0,1.88277797391703,31.894620540472545,37,4,False,False,False,False,True,False,False,False,False,False,False,False,False,1285.0,7.1592919047975645,7.1592919047975645
742078,96.0,True,True,True,1.6094379124341003,0.6931471805599453,0.6931471805599453,1.6094379124341003,True,2.0794415416798357,0.9171974522292994,6.0,4.61,13,29,0,0,0,0,0,1,1.8915790782633557,31.91825001044645,37,4,False,False,False,False,True,False,False,False,False,False,False,False,False,1776.0,7.482681828154651,7.482681828154651
282266,100.0,True,True,True,1.3862943611198906,0.6931471805599453,0.6931471805599453,1.0986122886681098,True,1.791759469228055,0.3184713375796178,6.0,4.916666666666667,14,49,1,0,0,0,1,1,1.6278394802081813,31.49951489437328,37,4,False,False,False,False,True,False,False,False,False,False,False,False,False,4016.0,8.298290634359283,8.298290634359283
282289,100.0,True,True,True,1.3862943611198906,0.6931471805599453,1.0986122886681098,1.0986122886681098,True,1.791759469228055,0.2101910828025477,6.0,4.92,14,54,0,0,0,0,1,1,1.6278394802081813,31.49951489437328,37,4,False,False,False,False,True,False,False,False,False,False,False,False,False,4316.0,8.370315995555478,8.370315995555478
282295,100.0,True,True,True,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,True,1.791759469228055,0.0254777070063694,6.0,4.906666666666667,14,53,1,0,0,0,1,1,1.6278394802081813,31.49951489437328,37,4,False,False,False,False,True,False,False,False,False,False,False,False,False,3263.0,8.090708716083997,8.090708716083997
304011,100.0,True,True,True,1.0986122886681098,0.9162907318741551,1.0986122886681098,1.0986122886681098,True,0.6931471805599453,0.9743589743589745,5.0,4.825,13,30,1,0,0,0,0,1,2.048759030611135,31.679823976403394,37,2,False,False,False,False,False,False,False,False,False,False,False,False,False,2797.0,7.936660155225426,7.936660155225426
742088,96.0,True,True,True,1.9459101490553132,0.6931471805599453,0.6931471805599453,1.0986122886681098,True,2.0794415416798357,0.903846153846154,6.0,4.62,13,41,0,0,0,1,0,1,1.8886246051904827,31.907031838812888,37,4,False,False,False,False,True,False,False,False,False,False,False,False,False,1285.0,7.1592919047975645,7.1592919047975645
750291,100.0,True,True,True,0.6931471805599453,0.9162907318741551,0.6931471805599453,0.6931471805599453,True,2.0794415416798357,1.0,4.0,4.568333333333334,13,13,1,0,0,0,0,0,2.1922954166191007,31.467903672300768,37,3,False,True,False,False,False,False,True,False,False,False,False,False,False,546.0,6.304448802421981,6.304448802421981
760403,100.0,True,True,True,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,True,2.0794415416798357,0.9871794871794872,5.0,4.716666666666667,13,23,0,0,0,0,1,0,3.3777209159606136,31.09500313702841,35,3,False,False,False,False,True,False,False,False,False,False,False,False,False,2080.0,7.640603826393634,7.640603826393634
778627,0.0,True,True,True,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.6931471805599453,True,1.0986122886681098,1.0,0.0,4.633228987443046,13,6,1,0,0,0,1,0,3.4049577315596644,32.25822181753321,35,0,False,False,False,False,True,False,False,False,False,False,False,False,False,3247.0,8.085794701281568,8.085794701281568
782389,0.0,True,True,True,1.3862943611198906,0.6931471805599453,0.6931471805599453,1.0986122886681098,True,1.9459101490553132,1.0,3.0,4.6899999999999995,0,53,0,1,0,1,1,0,3.053304968685148,31.23545162400505,36,0,False,True,False,False,False,False,False,False,False,False,True,False,False,4503.0,8.412721169819527,8.412721169819527
351790,0.0,True,True,True,1.9459101490553132,0.6931471805599453,1.3862943611198906,1.6094379124341003,True,0.6931471805599453,1.0,1.0,4.833333333333333,13,15,1,0,0,0,0,0,6.248898787846915,30.232781210349195,36,0,True,False,False,False,False,False,True,False,False,False,False,False,False,4801.0,8.4767877767812,8.4767877767812
355170,0.0,True,True,True,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.0986122886681098,True,1.3862943611198906,1.0,0.0,4.633228987443046,14,15,1,0,0,0,1,0,1.87133676926875,31.392329796318986,37,0,False,True,False,False,False,False,False,False,False,True,False,False,False,2797.0,7.936660155225426,7.936660155225426
362196,100.0,True,True,True,1.6094379124341003,0.6931471805599453,0.6931471805599453,1.0986122886681098,True,2.1972245773362196,0.9102564102564102,6.0,4.751666666666666,14,25,1,0,0,0,1,0,2.053157419783809,31.552628579680434,37,4,False,False,False,False,True,False,False,False,False,False,False,False,False,2591.0,7.860185057472165,7.860185057472165
362228,100.0,True,True,True,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,True,2.1972245773362196,0.8525641025641025,6.0,4.828333333333333,14,26,0,0,0,0,1,0,2.0509538894740844,31.555539046799893,37,4,False,False,False,False,False,False,True,False,False,False,False,False,False,2258.0,7.7226775164680035,7.7226775164680035
371112,83.0,True,True,True,1.9459101490553132,0.9162907318741551,1.0986122886681098,1.6094379124341003,True,1.0986122886681098,0.8717948717948718,6.0,4.816666666666667,13,35,0,0,0,0,1,0,1.7004588075473968,31.04907921528356,37,3,False,False,False,False,True,False,False,False,False,False,False,False,False,3443.0,8.144388865547622,8.144388865547622
