listing_id,weekend_availability_rate,weekday_availability_rate
2009373,0.9936305732484076,1.0
2022885,1.0,1.0
2073897,1.0,1.0
2076890,1.0,1.0
2080618,0.0,0.0
2084785,0.19230769230769232,0.19617224880382775
2106566,1.0,0.9952153110047847
2115263,0.8846153846153846,0.8660287081339713
2118084,1.0,1.0
2119698,0.4935897435897436,0.4880382775119617
2120114,0.0,0.0
2121603,0.9551282051282052,0.9665071770334929
2168002,0.0,0.004784688995215311
2187384,0.7261146496815286,0.7355769230769231
2196825,0.9936305732484076,0.9951923076923077
2211837,0.7261146496815286,0.7451923076923077
2229942,0.4935897435897436,0.49282296650717705
2234507,1.0,1.0
2242689,0.8333333333333334,0.8277511961722488
2255561,0.8589743589743589,0.84688995215311
2256299,0.9807692307692307,0.9712918660287081
2259084,0.9230769230769231,0.9138755980861244
2262932,1.0,0.9856459330143541
2264068,0.0,0.0
2264434,1.0,0.9856459330143541
2306135,1.0,1.0
2311443,0.44871794871794873,0.44976076555023925
2320305,0.4585987261146497,0.46634615384615385
2320332,0.46153846153846156,0.45933014354066987
2320341,0.4423076923076923,0.45454545454545453
2320404,0.4551282051282051,0.45454545454545453
2320422,0.46153846153846156,0.45933014354066987
2320433,0.4585987261146497,0.46153846153846156
2320439,0.44871794871794873,0.4449760765550239
2328304,1.0,1.0
2375944,1.0,0.9952153110047847
2379064,0.9871794871794872,0.9808612440191388
2416697,1.0,0.9952153110047847
2422829,1.0,1.0
2469901,1.0,1.0
2476233,0.28205128205128205,0.291866028708134
2485418,1.0,1.0
2492835,0.9807692307692307,0.9760765550239234
2512737,0.4935897435897436,0.4784688995215311
2523261,0.3333333333333333,0.33014354066985646
2563338,0.8782051282051282,0.8755980861244019
2630989,1.0,1.0
2669871,1.0,1.0
2700139,0.9936305732484076,1.0
2708036,0.6730769230769231,0.6650717703349283
2758734,1.0,1.0
2788802,0.22929936305732485,0.22115384615384615
2792620,0.7307692307692307,0.7416267942583732
2827206,1.0,1.0
2842055,0.8012820512820513,0.8229665071770335
2856208,1.0,0.9904306220095693
2856810,1.0,1.0
2899452,0.9936305732484076,1.0
2908384,1.0,1.0
2912078,1.0,1.0
2946152,0.9871794871794872,0.9808612440191388
2956971,0.0,0.004807692307692308
2960563,0.4713375796178344,0.47596153846153844
2961680,0.4713375796178344,0.47596153846153844
2965838,1.0,1.0
2966834,0.9745222929936306,0.9855769230769231
2975082,0.4713375796178344,0.47596153846153844
2975564,0.4713375796178344,0.47596153846153844
2981114,0.4713375796178344,0.47596153846153844
3030216,0.7884615384615384,0.7703349282296651
3045060,0.1858974358974359,0.18660287081339713
3045243,0.9936305732484076,1.0
3049950,0.9936305732484076,1.0
3065734,0.9102564102564102,0.8947368421052632
3093528,1.0,1.0
3098489,1.0,1.0
3098667,1.0,1.0
3098718,1.0,1.0
3121103,0.8846153846153846,0.9043062200956937
3160121,1.0,0.9856459330143541
3172844,1.0,0.9952153110047847
3178105,1.0,0.9952153110047847
3192579,0.7243589743589743,0.722488038277512
3203890,0.782051282051282,0.7894736842105263
3216533,0.9230769230769231,0.9090909090909091
3236171,0.9872611464968153,0.9903846153846154
3263927,0.34615384615384615,0.3444976076555024
3301481,0.9038461538461539,0.8660287081339713
