listing_id,num_reviews,num_reviews_bin
50702679,5,3
50721426,178,6
50723688,8,3
50739287,176,6
50739413,1,1
50741139,10,4
50743082,2,1
50743502,92,6
50744439,5,3
50751104,8,3
50759415,7,3
50759634,62,6
50762314,2,1
50775331,19,4
50780311,3,2
50781099,3,2
50783087,45,5
50786020,3,2
50792463,7,3
50801900,129,6
50803961,24,5
50823210,5,3
50839214,113,6
50841516,12,4
50847865,56,6
50850960,17,4
50857816,188,6
50858702,34,5
50862418,23,5
50871528,73,6
50883225,17,4
50884475,27,5
50885036,172,6
50885125,187,6
50886834,1,1
50889425,101,6
50889521,1,1
50890821,80,6
50891769,52,6
50893019,28,5
50893211,20,4
50906808,33,5
50907967,6,3
50927041,2,1
50935378,21,4
50949040,104,6
50949348,111,6
50949621,96,6
50949931,89,6
50962112,17,4
50964877,63,6
50995889,54,6
51010473,29,5
51013432,88,6
51014342,6,3
51018124,1,1
51019318,1,1
51023595,101,6
51023701,1,1
51028585,68,6
51032245,23,5
51040233,12,4
51050146,11,4
51059089,15,4
51059650,4,2
51065302,194,6
51076656,11,4
51081653,6,3
51095377,13,4
51099422,45,5
51129162,1,1
51137781,7,3
51144085,3,2
51151472,116,6
51163306,100,6
51171781,68,6
51174208,22,5
51178666,6,3
51185699,12,4
51195687,32,5
51206961,1,1
51207265,17,4
51226373,62,6
51238691,2,1
51247178,10,4
51247483,3,2
51254482,57,6
51264663,70,6
51265012,7,3
51273645,9,3
51279045,54,6
51279144,2,1
51288277,77,6
51304815,14,4
51317382,41,5
51327108,9,3
51327530,54,6
51335641,193,6
51338889,6,3
51339897,20,4
51353788,73,6
51354810,40,5
51383617,6,3
51383810,18,4
51384245,34,5
51385235,1,1
51389157,119,6
51396525,1,1
51396816,102,6
51397416,72,6
51399706,31,5
51405661,1,1
51407200,60,6
51407960,32,5
51413979,2,1
51419269,3,2
51419276,16,4
51435207,4,2
51438743,1,1
51439820,5,3
51440084,32,5
51440089,10,4
51441645,255,6
51449118,143,6
51462734,51,5
51464938,131,6
51480567,226,6
51480798,276,6
51481647,165,6
51483545,1,1
51484701,2,1
51513754,1,1
51530758,1,1
51537212,78,6
51537277,1,1
51547930,5,3
51548456,4,2
51550020,5,3
51551319,50,5
51567734,6,3
51573859,2,1
51588892,19,4
51589708,57,6
51592779,3,2
51594663,122,6
51594766,68,6
51596429,180,6
51596898,228,6
51596997,185,6
51599368,13,4
51610043,11,4
51610973,2,1
51616564,18,4
51625788,6,3
51630379,62,6
51631397,40,5
51631543,64,6
51635842,9,3
51636756,2,1
51643432,18,4
51645698,12,4
51648134,15,4
51648404,5,3
51660915,7,3
51661438,17,4
51668532,14,4
51668552,19,4
51669310,6,3
51669402,9,3
51669846,8,3
51670202,33,5
51671032,2,1
51675025,89,6
51679210,16,4
51679265,41,5
51681577,9,3
51684496,174,6
51689252,81,6
51690200,119,6
51690436,15,4
51697679,67,6
51699643,5,3
51702292,26,5
51702451,34,5
51702597,20,4
51702750,1,1
51703180,91,6
51704135,228,6
51718994,2,1
51719632,21,4
51722535,67,6
51724671,1,1
51725110,1,1
51725854,3,2
51726096,1,1
51728996,13,4
51729469,181,6
51730602,160,6
51731615,29,5
51740866,20,4
51746634,5,3
51747297,30,5
51751172,6,3
51754332,2,1
51763186,57,6
51765906,45,5
51791477,12,4
51793754,1,1
51793982,24,5
51796753,1,1
51801374,3,2
51813233,49,5
51820737,20,4
51833739,10,4
51833762,32,5
51834149,13,4
51835123,21,4
51836097,68,6
51839829,55,6
51851819,9,3
51852388,8,3
51854549,42,5
51855253,7,3
51873936,18,4
51874121,56,6
51874217,29,5
51876442,27,5
51876716,12,4
51877913,66,6
51879697,106,6
51886281,8,3
51900942,4,2
51901083,52,6
51901386,16,4
51904054,2,1
51916100,35,5
51916104,113,6
51920842,96,6
51934141,41,5
51938347,42,5
51950850,60,6
51950931,72,6
51953658,18,4
51962754,88,6
51963834,2,1
51964642,4,2
51966099,57,6
51971605,23,5
51976066,88,6
52006688,91,6
52014316,33,5
52045147,62,6
52065433,4,2
52066540,1,1
52066949,76,6
52074410,15,4
52080796,217,6
52080878,31,5
52080952,9,3
52081077,38,5
52089971,11,4
52099575,23,5
52100638,2,1
52102941,20,4
52103741,17,4
52107529,81,6
52108322,3,2
52120028,1,1
52121451,1,1
52124383,12,4
52124758,11,4
52125592,82,6
52128348,128,6
52137186,55,6
52177918,11,4
52184604,9,3
52187856,73,6
52188501,48,5
52197026,99,6
52199157,138,6
52204178,106,6
52212695,11,4
52218452,1,1
52219296,3,2
52221791,11,4
52238778,86,6
52243602,21,4
52251197,46,5
52251777,7,3
52252622,13,4
52272684,2,1
52296906,168,6
52304352,17,4
52304568,1,1
52305852,88,6
52311275,67,6
52312416,9,3
52312460,7,3
52314684,229,6
52314861,12,4
52314878,1,1
52318486,2,1
52319667,84,6
52327402,4,2
52328446,7,3
52328549,2,1
52328666,5,3
52328769,4,2
52328804,2,1
52329168,13,4
52331681,18,4
52331826,8,3
52333476,46,5
52342079,5,3
52344219,92,6
52345962,16,4
52356431,1,1
52357846,8,3
52361525,9,3
52364773,9,3
52374949,13,4
52383837,4,2
52395594,10,4
52400692,4,2
52401822,12,4
52403244,80,6
52403600,180,6
52403715,8,3
52404521,129,6
52404800,144,6
52404937,159,6
52405436,3,2
52406663,24,5
52408020,27,5
52415669,30,5
52422158,14,4
52425065,6,3
52425173,21,4
52426829,2,1
52433459,15,4
52437329,4,2
52437760,2,1
52438329,3,2
52438710,67,6
52438895,15,4
52441068,64,6
52441245,12,4
52451068,16,4
52454462,21,4
52455348,13,4
52465524,79,6
52467047,22,5
52469462,30,5
52469892,58,6
52482365,9,3
52487653,90,6
52488579,3,2
52491020,4,2
52501867,1,1
52503100,68,6
52523760,18,4
52525210,3,2
52527550,46,5
52530056,46,5
52530113,34,5
52530240,1,1
52530276,37,5
52532663,1,1
52540340,1,1
52540742,17,4
52548032,3,2
52554429,53,6
52563255,2,1
52568346,6,3
52568498,2,1
52569129,10,4
52569475,9,3
52570519,148,6
52576641,9,3
52589401,15,4
52595226,54,6
52605024,54,6
52605148,3,2
52613425,205,6
52615250,1,1
52624412,1,1
52625903,2,1
52626383,2,1
52626673,2,1
52628155,48,5
52630508,93,6
52631677,19,4
52647271,77,6
52652073,111,6
52663227,210,6
52666351,42,5
52671867,41,5
52673734,8,3
52675357,1,1
52685114,27,5
52710565,25,5
52718200,78,6
52725840,82,6
52729395,1,1
52729732,24,5
52730024,1,1
52730110,25,5
52734881,105,6
52735498,15,4
52746317,52,6
52746708,6,3
52747677,6,3
52748071,10,4
52752073,2,1
52753654,14,4
52754551,10,4
52765308,95,6
52765414,122,6
52768562,2,1
52770568,2,1
52771217,223,6
52782653,51,5
52782674,76,6
52782711,159,6
52785359,117,6
52786039,11,4
52786178,19,4
52786957,7,3
52787416,7,3
52788721,7,3
52788886,44,5
52789371,7,3
52789894,16,4
52790020,31,5
52793183,3,2
52793592,53,6
52796016,5,3
52801179,115,6
52803398,9,3
52804917,51,5
52805525,75,6
52805737,19,4
52807991,20,4
52812351,101,6
52832761,1,1
52836139,96,6
52838047,17,4
52839655,11,4
52851508,69,6
52854305,57,6
52858770,377,6
52859460,9,3
52863184,267,6
52863313,111,6
52864734,12,4
52868912,8,3
52870804,17,4
52871358,24,5
52873089,27,5
52873726,14,4
52873880,28,5
52880788,74,6
52880972,6,3
52901399,27,5
52913904,41,5
52914818,2,1
52919096,20,4
52927609,3,2
52928336,3,2
52933013,3,2
52935014,57,6
52936589,5,3
52941978,5,3
52957700,6,3
52962966,17,4
52966715,1,1
52970881,90,6
52977610,5,3
52978384,1,1
52978450,17,4
52978510,4,2
52985940,29,5
52997570,2,1
52997962,99,6
53006156,58,6
53008917,32,5
53020721,1,1
53025150,24,5
53028834,198,6
53028976,244,6
53043074,37,5
53044411,75,6
53057088,12,4
53057098,14,4
53057667,10,4
53057720,7,3
53057891,35,5
53058610,23,5
53058903,35,5
53059522,13,4
53061344,12,4
53061933,11,4
53071834,25,5
53079909,7,3
53083558,29,5
53099029,2,1
53099706,26,5
53101101,14,4
53101153,22,5
53102139,10,4
53102423,8,3
53105073,14,4
53106893,110,6
53118381,16,4
53118792,20,4
53121692,4,2
53128825,11,4
53129247,64,6
53129268,7,3
53133234,67,6
53137950,49,5
53139647,59,6
53139795,59,6
53140019,43,5
53140042,103,6
53141260,93,6
53142024,40,5
53142630,54,6
53144178,9,3
53151095,72,6
53156970,2,1
53158614,10,4
53158770,22,5
53158855,4,2
53161173,35,5
53162338,44,5
53180910,4,2
53180996,4,2
53181910,41,5
53185834,131,6
53186066,189,6
53194533,10,4
53200617,81,6
53202411,65,6
53214015,73,6
53215771,25,5
53223077,2,1
53226031,32,5
53231403,23,5
53234487,56,6
53235313,32,5
53235343,6,3
53245646,59,6
53255939,232,6
53256040,166,6
53264404,31,5
53267738,78,6
53270005,4,2
53270086,1,1
53275292,3,2
53275326,2,1
53275981,12,4
53276851,11,4
53279003,112,6
53287262,35,5
53291095,49,5
53294018,33,5
53295889,41,5
53303207,146,6
53303388,3,2
53303898,14,4
53304437,10,4
53304772,15,4
53308794,16,4
53309647,47,5
53309955,14,4
53310051,21,4
53311226,38,5
53312212,102,6
53318133,46,5
53325808,12,4
53326645,13,4
53326775,27,5
53326883,2,1
53326898,15,4
53331283,9,3
53333505,8,3
53335239,7,3
53343283,5,3
53347859,17,4
53349126,1,1
53353722,2,1
53353781,80,6
53354636,3,2
53359827,24,5
53361830,51,5
53364880,25,5
53372849,18,4
53373048,30,5
53377166,16,4
53377960,1,1
53378091,5,3
53382623,4,2
53387555,1,1
53387992,1,1
53392337,20,4
53392446,7,3
53393348,90,6
53398067,15,4
53406985,93,6
53407429,105,6
53414119,1,1
53417827,3,2
53420192,11,4
53420653,15,4
53426563,7,3
53442540,45,5
53447309,24,5
53452143,2,1
53452861,70,6
53477040,85,6
53483808,39,5
53493232,21,4
53495732,35,5
53503658,13,4
53506631,4,2
53510991,9,3
53512396,15,4
53513374,161,6
53514617,57,6
53521439,36,5
53521930,19,4
53523584,22,5
53527230,39,5
53527616,42,5
53527811,41,5
53527934,9,3
53532009,57,6
53532102,29,5
53532287,30,5
53532678,53,6
53540286,93,6
53540774,58,6
53545994,10,4
53552826,28,5
53560813,13,4
53564258,4,2
53566475,34,5
53567171,206,6
53569689,1,1
53571859,80,6
53602559,66,6
53603697,2,1
53609998,2,1
53612171,119,6
53617488,5,3
53617730,21,4
53622864,86,6
53624611,82,6
53635656,84,6
53635968,2,1
53636005,126,6
53651824,1,1
53659942,11,4
53660872,1,1
53661592,30,5
53666245,23,5
53666383,4,2
53670290,4,2
53671494,5,3
53678973,2,1
53685709,10,4
53686575,1,1
53687124,2,1
53687620,3,2
53692831,5,3
53694008,5,3
53696871,4,2
53698126,25,5
53698495,50,5
53698818,6,3
53701427,10,4
53703046,67,6
53710984,10,4
53714568,174,6
53719100,8,3
53720298,32,5
53730591,25,5
53731483,2,1
53737380,15,4
53746461,26,5
53753187,212,6
53756339,13,4
53762195,61,6
53762279,14,4
53763351,82,6
53763575,1,1
53763880,66,6
53767905,1,1
53769649,111,6
53771943,44,5
53772578,221,6
53776872,85,6
53777297,11,4
53781129,1,1
53782940,32,5
53784892,1,1
53788711,220,6
53788838,254,6
53789283,5,3
53789374,26,5
53792802,3,2
53793951,3,2
53802530,12,4
53803178,9,3
53805165,36,5
53812546,17,4
53822146,19,4
53822203,4,2
53823511,1,1
53825938,5,3
53826769,12,4
53830037,41,5
53838648,54,6
53838719,1,1
53840458,1,1
53841308,61,6
53841438,17,4
53853107,30,5
53853324,6,3
53856439,148,6
53856497,113,6
53860983,9,3
53869633,22,5
53870353,2,1
53871959,56,6
53872157,5,3
53872418,1,1
53872762,18,4
53872787,18,4
53872878,75,6
53873233,16,4
53884221,18,4
53886701,2,1
53887417,4,2
53887753,27,5
53888690,2,1
53896365,19,4
53910287,46,5
53911557,7,3
53913219,88,6
53916113,135,6
53917973,93,6
53918358,264,6
53927670,23,5
53927937,33,5
53930636,15,4
53933892,34,5
53934462,80,6
53934625,82,6
53947387,7,3
53948729,39,5
53952120,1,1
53953088,13,4
53954510,2,1
53959728,9,3
53960196,2,1
53964459,50,5
53964800,2,1
53966050,18,4
53966794,122,6
53969959,1,1
53977530,1,1
53982449,115,6
53984948,4,2
53985267,78,6
53985836,70,6
53986951,68,6
53987544,18,4
53989353,1,1
53990593,57,6
53996408,1,1
53996549,2,1
53997881,9,3
53997886,33,5
54008290,12,4
54010537,6,3
54012130,57,6
54014692,58,6
54014742,47,5
54016650,2,1
54017175,11,4
54025361,92,6
54025655,17,4
54025760,2,1
54028835,10,4
54034438,32,5
54037937,131,6
54038606,184,6
54043149,2,1
54044298,2,1
54044325,2,1
54049953,3,2
54052242,20,4
54060677,14,4
54061203,3,2
54061332,2,1
54061346,2,1
54062688,7,3
54068751,20,4
54069550,5,3
54076093,2,1
54079689,20,4
54087040,129,6
54087887,11,4
54093686,81,6
54099811,82,6
54110751,22,5
54110901,10,4
54114166,194,6
54133363,8,3
54139385,26,5
54139659,9,3
54139675,39,5
54146766,2,1
54156970,125,6
54156989,28,5
54161336,8,3
54162174,121,6
54170005,52,6
54170930,15,4
54171992,29,5
54176718,155,6
54177940,1,1
54178118,126,6
54179969,2,1
54191554,24,5
54191570,7,3
54191601,138,6
54197189,12,4
54203747,2,1
54205249,13,4
54207694,1,1
54207696,10,4
54207719,10,4
54211383,153,6
54221375,33,5
54233997,24,5
54234498,17,4
54241857,53,6
54244532,27,5
54251931,134,6
54252126,164,6
54252458,124,6
54253750,30,5
54254216,5,3
54254370,2,1
54272172,26,5
54273789,146,6
54284607,4,2
54298243,65,6
54300077,15,4
54300329,107,6
54301369,3,2
54304365,110,6
54312190,48,5
54312300,1,1
54324195,1,1
54334462,120,6
54334710,238,6
54342663,156,6
54344239,60,6
54347020,4,2
54350416,8,3
54351026,4,2
54351131,1,1
54362983,5,3
54363011,1,1
54367083,36,5
54367274,5,3
54369865,10,4
54372504,4,2
54373902,17,4
54388924,24,5
54389801,19,4
54395039,12,4
54400843,1,1
54404157,27,5
498944821201978724,58,6
499911709420333009,20,4
506448061843403314,306,6
506989261571736263,105,6
510752087549522591,24,5
512034588210282437,2,1
515630765391748444,42,5
519523309097281667,14,4
526578651630530406,59,6
531049735649831295,37,5
537475953044124219,2,1
540177810446236003,110,6
540228688838542989,12,4
540507205963650596,114,6
540569249134366326,36,5
540589410026877844,28,5
540951519566340533,10,4
540978401428332343,84,6
541009386580681896,63,6
541024994353319504,58,6
541035983902037571,91,6
542459167148714112,23,5
543104346742505245,6,3
543478445863542042,24,5
543534870781126211,11,4
543840404950809704,15,4
544040646405477589,51,5
544199730396252955,2,1
544200927995998298,202,6
544856746372978400,6,3
544938833659909044,7,3
545357317888951228,25,5
546808968519546387,4,2
546843841991759530,52,6
546992178753656509,140,6
547066044396880966,23,5
547372525006405763,1,1
547454215883427908,1,1
547508582689560398,8,3
547510608254141701,10,4
547531955598174343,14,4
547729584702058047,32,5
548129803846071713,19,4
548276036085810360,40,5
548277615604105483,1,1
548283142974186027,29,5
548284577419435194,23,5
548285635097228872,87,6
548339505207170732,14,4
548350733326539765,1,1
548378833698755821,57,6
548589489629640970,19,4
548811256818369954,2,1
548918513302676095,17,4
548948426743259781,9,3
548970600575750062,10,4
548990413315349909,8,3
549031421871556475,12,4
549057009998062322,127,6
549061444673754220,6,3
549077208147916482,30,5
549183168509458528,5,3
549207409536746142,110,6
549300342017377934,2,1
549627414899999070,6,3
549716725083684781,43,5
549755086239523448,14,4
549791426186852714,16,4
549823019034807392,10,4
549835165110128897,17,4
549865309544527520,21,4
549882081198751692,11,4
550519615354200524,34,5
550683416008247085,43,5
551331389279130259,157,6
551344909149823217,179,6
551396997136493394,30,5
551828892898499255,222,6
551842792262440348,6,3
552014161205989298,52,6
552109155094911659,44,5
552118818732230956,26,5
552209543669928706,3,2
552771989550744586,8,3
552803084846699930,6,3
553341897468971976,18,4
553479861279611261,1,1
553937186215308755,20,4
553963287524134902,12,4
554105292246011256,64,6
554138698740290761,144,6
554211879010442930,20,4
554231511083856736,10,4
554242315636605108,115,6
554295249299603985,1,1
554925867714666342,63,6
554948931978632048,112,6
554977302624982832,26,5
555138730474594404,10,4
555498175618796278,4,2
555499546614198654,5,3
555505655072423375,3,2
555585006136894313,2,1
555585770544657544,2,1
555606683222894904,8,3
555615111155728497,5,3
555775047738613297,1,1
556212680461097416,22,5
556320871306775085,26,5
556335632656021469,83,6
556502222411880107,6,3
556523783674629716,24,5
556882718851839037,7,3
556944029304055578,15,4
556972543841200016,2,1
557080466723188633,21,4
557102834109931179,52,6
557121404234705950,3,2
557135058527963036,56,6
557137999596866348,8,3
557168814116336144,49,5
557174093821353366,11,4
557183242933940516,3,2
557184189742942651,3,2
557191369782489422,134,6
557205854619701427,1,1
557303439220462586,1,1
557641851421431980,39,5
557794793132079730,6,3
557816126281538366,2,1
557819700254865566,4,2
557849349159201582,2,1
557866060219259880,17,4
558371907022184957,22,5
558378803373193774,5,3
558380765611443929,3,2
558494142086021631,12,4
558507727217845886,2,1
558685683230624499,133,6
558693952095541782,160,6
559082481813753604,8,3
559096170245746506,11,4
559106131120351343,80,6
559175846868169985,14,4
559519769901176360,3,2
560029416883966917,46,5
560032690348910118,79,6
560130944761266217,28,5
560155137046056859,177,6
560189193779456866,1,1
560199156374214986,139,6
560201928094954249,62,6
560539682132653274,1,1
560664084598165364,6,3
560832022073788469,91,6
560879160196271907,123,6
560957931125867265,13,4
561250288318273266,30,5
561340743128338607,2,1
561349202774632535,7,3
561370231225381815,1,1
561373641236580710,2,1
561487483401664815,26,5
561549650898685940,28,5
561557626125243458,2,1
561678319084536828,1,1
561738656398992599,3,2
561964044988935385,65,6
562634871204455947,8,3
562635327571205905,15,4
562813514698411126,99,6
563422250568779259,26,5
563442436497459649,4,2
563616716083229675,159,6
563711268872913444,97,6
564047541270409786,77,6
564130177554663933,5,3
564242410804417441,6,3
564350111891380846,26,5
564479805975918232,10,4
565058276303051694,40,5
565178712403604965,11,4
565222557206586536,29,5
565407043699489433,140,6
565518298743619692,25,5
565577602022937597,26,5
565598070016640893,51,5
565754023540056796,13,4
566295765572339553,8,3
566374553778649355,12,4
566384227192629821,41,5
566395420128473980,52,6
566446700182569198,77,6
566452452621177919,8,3
566460380360089597,50,5
566501871914491147,101,6
566758394209793937,117,6
566939703692181379,3,2
567211873278312348,2,1
567257521132375069,19,4
567260839287599369,1,1
567311253783090505,9,3
567369131227215235,1,1
567379328830900502,17,4
567417805264083299,46,5
567780000496296115,11,4
567950309315277868,20,4
567959367503905161,1,1
567997793912777674,16,4
568054437146702228,69,6
568500433676080891,10,4
568579919924124114,9,3
568705553628878880,11,4
568805050405050422,12,4
568817745532848331,2,1
569391197698436740,27,5
569393671886354180,46,5
569594170637981993,10,4
569611341982520307,55,6
570099577872161154,25,5
570099817702453149,49,5
570441595642272139,9,3
570683457612438256,4,2
570726416179059395,27,5
570739976247713190,10,4
570814577933680286,58,6
570816883750420659,99,6
570871388245477243,68,6
570915439746470807,2,1
570917186536080604,3,2
570988512957405078,5,3
571011842398202465,19,4
571509052023010180,105,6
571633868033681450,4,2
571633874507571225,3,2
571643625619837945,130,6
571645741241318268,2,1
571662749604067287,3,2
571701914834922509,71,6
571710114601138313,64,6
571827970337029459,18,4
572269999503389248,5,3
572314764598440485,5,3
572367075511850173,2,1
572543810051416201,121,6
572822201208060974,22,5
572835236937113774,1,1
572867722022927413,3,2
572888331029476669,14,4
572892449945042068,4,2
572918825102935441,1,1
572937814762971616,6,3
573144318263316392,69,6
573299093206847716,18,4
573322550313092965,92,6
573720729159610866,2,1
573745088062486150,111,6
573750016455033374,3,2
573762639949695320,107,6
573783104984023283,9,3
573784571624233582,13,4
573784880276877593,16,4
573785507305500780,1,1
573787590392874512,1,1
573853153190334772,5,3
574298827720943404,9,3
574348481985061124,85,6
574427260523289610,19,4
574440175610560768,6,3
574464839501122798,6,3
574499835174375202,4,2
574507544796843397,15,4
574576267579509525,4,2
575012132558741477,2,1
575054630512445291,1,1
575097936055751891,19,4
575297857799591414,30,5
575341969219039837,26,5
575351072882703832,8,3
575688450652600842,16,4
575734658157449378,1,1
575745345154719092,14,4
575803833015646768,3,2
575925704818171032,26,5
575983895274162100,16,4
575994721030985201,7,3
576030642088651343,7,3
576133706670647991,32,5
576471868055068632,1,1
576696931346499191,2,1
576697207357524373,117,6
576744328484664049,99,6
576832466482423432,65,6
577174010806721538,10,4
577190335748756798,2,1
577202772499240781,10,4
577203697037179697,5,3
577231960851600715,88,6
577283609267741403,7,3
577466512577227156,38,5
577616531804666997,59,6
577901816740343153,119,6
578001689341820163,74,6
578006577740798455,117,6
578023592913173532,14,4
578039886566989838,11,4
578040248568759414,16,4
578221358778930702,14,4
578242904533245882,1,1
578309873600969506,4,2
578670325009196559,27,5
578727510556450990,1,1
578817173207040324,23,5
578961204095259842,178,6
578962899659745958,1,1
578976240382549231,2,1
579298184787318895,8,3
579367003958693501,12,4
579378103380609990,16,4
579416534749028107,5,3
579503919648577475,1,1
579541402975516950,124,6
579608961033786525,15,4
579615987968716810,25,5
579690146666493451,13,4
579758287332569940,1,1
579771481806571337,64,6
579888129941963656,23,5
580135242540571277,7,3
580172446295179882,40,5
580211049411123734,90,6
580364529697733358,60,6
580406201609243177,21,4
580407942506171029,42,5
580873044365497844,5,3
580887972791571933,3,2
580900311105593759,11,4
580952001905224041,5,3
581025637774204813,75,6
581050579492927302,4,2
581151494219222823,28,5
581177386806428649,21,4
581436523460023413,5,3
581567074190178218,1,1
581583214215075785,49,5
581679511171325795,22,5
581680897840575319,16,4
581684669269876827,14,4
581732641691013320,125,6
581762545571921110,72,6
581765388392023461,144,6
581766679357165773,57,6
581767534990806055,32,5
581767871242965363,110,6
581769269589950975,123,6
581773425015629352,73,6
581790089057548152,13,4
581832957682402575,1,1
581907337886327569,17,4
581913534106718791,7,3
582161477677152388,5,3
582335451684398056,206,6
582584648613904763,23,5
582625269122814655,15,4
582638025772128485,26,5
582744468782212601,1,1
582933182857109327,68,6
583010825029649115,6,3
583037435374641564,1,1
583186304330234452,4,2
583232357247029881,1,1
583315140581276782,4,2
583342584489603124,6,3
583588829437124550,34,5
583748222984906251,4,2
583784495754422965,3,2
583807518274710321,63,6
583990584038624941,2,1
584012742149150987,22,5
584186943331540327,2,1
584395658403866265,149,6
584403792586904084,35,5
584405700824435458,8,3
584418901056478168,40,5
584430639633403398,114,6
584436275525749250,70,6
584440859527914384,28,5
584473572269964613,47,5
584767424130972942,1,1
584823357272621334,1,1
585143914410837628,3,2
585160319008252119,22,5
585242694127887343,5,3
585252106034768264,1,1
585271043272079227,2,1
585373070169274261,12,4
585449807751122523,121,6
585630486785139641,59,6
585844819997253434,1,1
585849333392348706,27,5
585902861747324502,3,2
585941819624656162,1,1
585950885873515304,2,1
585953118076553891,1,1
585962512147669896,33,5
585969138309850420,82,6
586149204356453683,66,6
586180597702776106,50,5
586944353236891098,8,3
587313582192376835,111,6
587332100493530253,13,4
587428932944609416,1,1
587438553704834316,1,1
587450783122821577,119,6
587515020702104947,29,5
587515533451195090,1,1
587541350020297347,1,1
587623011708605584,1,1
587636560746588689,66,6
587673211531667645,3,2
587726762131943187,20,4
587807022760312855,53,6
587985603744496447,16,4
587985734417326532,7,3
588021265669633902,6,3
588023837611968874,1,1
588278381318723185,1,1
588327769787810128,61,6
588390164628890728,165,6
588395810657893378,14,4
588400061469684658,18,4
588401865979285890,13,4
588654455906182764,5,3
588915287610805857,2,1
588927571781459237,37,5
588978418347055977,17,4
589026628753480896,1,1
589103472193275655,3,2
589125156086007197,31,5
589480664639469338,9,3
589502018295245890,94,6
589531294912806072,2,1
589677561585111387,1,1
589682353843999277,1,1
589684248448423893,1,1
589686244449976238,1,1
589727743888155290,24,5
589828893600340845,4,2
589859458527881618,24,5
589870856499423834,4,2
590161445129808662,1,1
590282016999395397,1,1
590378585243843488,118,6
590396274634068571,3,2
590483878624439753,2,1
590511303499884065,21,4
590525770656940702,50,5
590532830460941568,12,4
590563099603372579,29,5
590596190257073652,2,1
590806992433706597,85,6
591131515011356603,63,6
591731263748969305,34,5
591896972322296381,129,6
592048696397422781,125,6
592050163364223547,54,6
592413622915139295,4,2
592550669096073350,3,2
592629977269314562,3,2
592690826482528807,9,3
592699685694326713,5,3
592719020725511277,32,5
592773328066234121,5,3
593226054233907178,31,5
593313491440563298,22,5
593324513637606754,4,2
593442412832418681,4,2
593452535027806782,25,5
593859371181515433,6,3
593981761656447599,4,2
593982523001904071,2,1
594065811495814196,21,4
594085378760761449,82,6
594129954402208490,2,1
594133631643137789,182,6
594229339221099553,2,1
594250224710684005,2,1
594519239490971775,8,3
594526855098758816,63,6
594574767890317975,1,1
594659904251641430,8,3
594701650278096808,41,5
594705165408763203,1,1
594711180465733070,4,2
594781182479495733,6,3
594950565107526663,5,3
595294214166439351,1,1
595298560946896845,13,4
595429429982509679,34,5
595472443730416885,66,6
595500307354937431,4,2
595609511343168984,34,5
595636012504808858,2,1
596082205850676375,4,2
596099654884364412,9,3
596101689994672444,1,1
596131602156087710,5,3
596143172944698244,5,3
596164825908486024,28,5
596174032385507543,5,3
596183883429035597,26,5
596283025366617783,11,4
596283950619990482,41,5
596310193602400068,24,5
596352388871518551,32,5
596750699586492654,26,5
596846691195812350,5,3
596878866526840407,6,3
596907242866643064,3,2
596950179744925457,106,6
596956812228376543,2,1
597010853534573419,5,3
597023281475774389,11,4
597033464663590354,1,1
597041156941627765,21,4
597048787140368060,4,2
597070310410890127,45,5
597084805691444390,5,3
597119441582483259,2,1
597140672521700723,31,5
597172798640646084,20,4
597211591438288158,8,3
597414229096919268,25,5
597480385633957036,3,2
597490811796664872,1,1
597518896658386821,21,4
597551895008862045,16,4
597585414883453584,2,1
597594439315837849,4,2
597624486873922552,30,5
597678180476606191,8,3
597715611669269637,5,3
597722011704759875,58,6
597724046680297277,22,5
597797064260540817,31,5
597806066473680705,4,2
597835325723964474,5,3
597941732334202924,6,3
598090665547090604,2,1
598109441532889125,9,3
598211828952461069,6,3
598229870856879980,61,6
598236144035741744,21,4
598236576924874720,80,6
598241581636999884,7,3
598284660207051604,17,4
598354383435629318,98,6
598365593009172527,8,3
598408805374332781,1,1
598417137321000503,1,1
598427045060231029,55,6
598526598130660888,1,1
598531238705589590,2,1
598548909339267218,34,5
598549128499142766,1,1
598568843874174074,5,3
598569839644170771,73,6
598590192350033539,3,2
598598947466596357,3,2
598603795541064626,20,4
598630065058214710,4,2
598888169152210025,4,2
599108523436630485,51,5
599114634262281110,4,2
599123847660321724,18,4
599237241967018276,17,4
599311453146917327,25,5
599776998921556093,13,4
600442381369426976,2,1
600448810179197228,4,2
600500168068306225,119,6
600508381342470759,4,2
600515633767374450,1,1
600589098021722922,28,5
600606089988848500,3,2
600646362323812774,13,4
601051745888399148,37,5
601084365948927620,10,4
601186751218993513,8,3
601200103766714946,27,5
601225593765506605,5,3
601253265191104800,13,4
601297627650257039,48,5
601381096981007484,31,5
601420849945630335,37,5
601462892403718677,13,4
601889328131512815,113,6
601910896248289492,6,3
602002306601930543,38,5
602075565921475062,14,4
602115674091056598,21,4
602185353996877637,44,5
602228795696619550,7,3
602496655918428452,21,4
602577747503042441,23,5
602667788153484422,12,4
602668186202384357,2,1
602674886377524072,10,4
602704811373270289,10,4
602878571372058720,15,4
603462180905872136,47,5
603995591352518196,1,1
604042289427120505,4,2
604105069704903057,2,1
604260437952159771,41,5
604421540334433722,23,5
604776831767403719,15,4
604777779963945377,3,2
604810788845344810,72,6
604862462963126793,113,6
604886246598161064,122,6
605045128071786327,2,1
605096214356441404,111,6
605400119107678078,23,5
605435133943301637,1,1
