listing_id,num_reviews,num_reviews_bin
12270630,138,6
12291427,34,5
12297058,10,4
12313405,4,2
12512289,12,4
12525087,3,2
12526022,5,3
12526035,5,3
12526263,13,4
12550465,14,4
12556266,10,4
12600226,21,4
12603737,1,1
12605696,208,6
12621498,422,6
12665911,253,6
12666040,264,6
12688050,230,6
12706412,73,6
12769999,196,6
12788159,1,1
12800770,35,5
12839303,34,5
12879048,46,5
12896816,221,6
12913814,47,5
12949764,4,2
12958160,14,4
12958770,110,6
12958990,40,5
12978879,11,4
13032748,86,6
13092367,138,6
13150741,36,5
13164714,44,5
13182600,61,6
13196656,7,3
13212488,1,1
13229495,2,1
13305344,62,6
13321946,107,6
13336229,7,3
13354965,13,4
13401915,1,1
13404047,21,4
13404738,108,6
13458672,144,6
13510444,1,1
13562941,243,6
13604643,9,3
13630360,275,6
13631152,130,6
13635297,9,3
13664090,97,6
13687430,74,6
13741395,1,1
13757460,24,5
13818165,7,3
13826762,22,5
13963458,1,1
13988452,4,2
14087799,12,4
14099034,1,1
14118845,114,6
14172532,19,4
14180092,142,6
14195614,11,4
14245526,231,6
14247506,2,1
14269287,1,1
14279540,55,6
14279610,24,5
14356794,2,1
14360913,1,1
14363420,31,5
14410086,145,6
14413125,78,6
14422658,92,6
14437522,62,6
14489341,11,4
14544653,209,6
14607159,285,6
14645400,151,6
14725981,5,3
14761947,14,4
14767638,9,3
14768021,55,6
14784497,4,2
14955945,1,1
15070309,15,4
15143958,42,5
15192743,15,4
15220506,82,6
15232152,34,5
15253550,76,6
15264079,27,5
15278140,6,3
15432566,15,4
15475089,143,6
15590867,5,3
15771013,210,6
15794143,7,3
15794204,1,1
16052712,5,3
16129362,1,1
16195498,44,5
16214034,94,6
16214707,5,3
16224811,218,6
16237538,14,4
16263631,139,6
16263637,24,5
16277332,195,6
16307092,189,6
16332595,322,6
16335516,195,6
16339849,1,1
16374377,8,3
16431953,7,3
16471744,2,1
16476389,9,3
16488109,94,6
16529009,10,4
16625848,212,6
16707256,274,6
16728107,97,6
16785741,13,4
16825239,319,6
16840212,10,4
17042751,11,4
17150163,32,5
17150795,14,4
17151478,108,6
17164808,33,5
17206631,169,6
17275805,92,6
17442388,84,6
17460651,18,4
17487492,2,1
17543258,104,6
17661252,38,5
17731494,3,2
17819791,44,5
17835280,20,4
17836929,2,1
17840126,11,4
17840570,20,4
17841200,8,3
17874185,7,3
17897407,29,5
17897613,14,4
17897634,13,4
17897640,10,4
17900726,87,6
17936786,40,5
18055558,154,6
18174049,18,4
18300294,359,6
18318533,15,4
18367636,2,1
18379786,7,3
18400232,16,4
18469691,4,2
18522818,1,1
18542670,139,6
18619736,50,5
18627575,25,5
18695745,2,1
18718768,7,3
18739682,25,5
18851574,6,3
18895838,10,4
18902594,10,4
18951416,27,5
18952274,33,5
18959983,7,3
19013730,1,1
19050236,113,6
19219340,17,4
19304427,156,6
19352417,23,5
19370259,22,5
19380048,5,3
19410842,37,5
19421661,197,6
19437741,2,1
19460982,1,1
19493639,2,1
19494236,4,2
19495103,1,1
19495213,11,4
19495342,9,3
19685688,10,4
19771134,20,4
19779103,17,4
19787670,15,4
19819308,153,6
19899272,1,1
19943721,101,6
19943949,9,3
20181165,4,2
20198730,2,1
20199696,5,3
20221480,1,1
20238356,111,6
20265883,25,5
20268468,11,4
20273039,1,1
20274001,2,1
20436497,10,4
20445980,6,3
20462020,14,4
20462823,50,5
20521666,21,4
20554399,14,4
20587101,54,6
20594136,1,1
20702686,2,1
20703610,13,4
20755043,38,5
20858546,136,6
20865363,24,5
20869938,33,5
20908016,46,5
20963527,6,3
21055974,11,4
21065568,25,5
21074272,98,6
21116087,13,4
21147216,6,3
21179878,12,4
21196579,4,2
21202963,4,2
21221281,13,4
21238580,24,5
21246551,213,6
21258956,1,1
21270112,171,6
21300829,8,3
21332085,1,1
21390038,61,6
21484029,11,4
21493665,53,6
21514489,52,6
21688638,223,6
21703144,18,4
21720173,16,4
21739202,22,5
21811046,1596,6
21853850,39,5
21880951,47,5
21928585,161,6
21953868,200,6
21971881,64,6
22057566,21,4
22145321,15,4
22185776,20,4
22203842,53,6
22224752,60,6
22271972,9,3
22293793,1,1
22365188,23,5
22384581,231,6
22409064,20,4
22417544,309,6
22418066,342,6
22429718,54,6
22432068,269,6
22434203,311,6
22502610,265,6
22509789,11,4
22513371,4,2
22576147,14,4
22622868,11,4
22625962,68,6
22628209,117,6
22633689,47,5
22687169,106,6
22738733,27,5
22812417,42,5
22926226,3,2
22939220,8,3
22974395,140,6
22982211,12,4
22999140,74,6
23012105,258,6
23013863,243,6
23021150,10,4
23050833,287,6
23056172,172,6
23083488,1,1
23083701,4,2
23118454,246,6
